25021434.480194024742 501784.96931509277783 898857.34384832635988 1339907.0819982683752 2850474.7461565318517 3858306.3838615366258 4865692.5897423373535 7490140.7818600777537 3216270.5834118542261 0 0 
75079279.580833703279 1507834.8797232804354 2686483.6026616496965 4027365.8191939871758 8567447.7454429995269 11576255.447057222947 14581198.726629028097 22496871.364979606122 9635821.9951459299773 0 0 
125072440.75738014281 2517941.8313411124982 4466706.062234820798 6718183.3531181635335 14228200.025296114385 19279986.807972226292 24327656.355948936194 37500700.621892824769 16033065.699575936422 0 0 
175100453.96449607611 3519982.8553314618766 6265877.4323836006224 9395926.8610670492053 19941910.537437733263 26956823.717663653195 34064230.214250691235 52483125.073848351836 22472577.272513542324 0 0 
225050468.44758445024 4518941.9726462354884 8034277.8905684305355 12071611.751666231081 25624621.402354318649 34692301.125076673925 43750036.883291117847 67490975.255877360702 28867702.166104093194 0 0 
274971951.21652787924 5529626.7817657375708 9822722.780842455104 14735426.4860852696 31329989.096815574914 42428825.899211473763 53409864.042152270675 82468355.4933912009 35247140.636263884604 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
15787457.854708364233 316604.91173912613885 567140.64274105988443 845424.21430783183314 1798527.9763427779544 2434426.7501522521488 3070044.4754807790741 4725959.3375052325428 2029329.5464393049479 0 0 
47371822.86980881542 951379.49162481236272 1695056.5599249766674 2541096.0425289352424 5405694.0784375313669 7304123.3958995956928 9200114.4278918243945 14194566.215560028329 6079792.6579411122948 0 0 
78915375.087932854891 1588713.8914585825987 2818300.9956012628973 4238887.1282144766301 8977387.3046938534826 12164849.277971310541 15349713.451776234433 23661342.480536226183 10116180.557680903003 0 0 
110480917.45071475208 2220959.0350157469511 3953501.3855751273222 5928429.0611889818683 12582494.916563292965 17008605.908517744392 21493076.237745575607 33114613.226617194712 14179237.679491087794 0 0 
141997245.94571140409 2851259.62692095479 5069286.6426489856094 7616672.094427219592 16168043.07333980687 21889362.191785596311 27604407.092791870236 42583926.523826807737 18214288.699970163405 0 0 
173495572.14611765742 3488958.6301894662902 6197719.0813654540107 9297425.5654434654862 19767886.723120160401 26770779.318778917193 33699345.985084556043 52034014.585758663714 22239442.256376966834 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
9961212.4840997625142 199764.1943603050895 357841.55389068927616 533426.61721892363857 1134794.4359265754465 1536019.4376076124609 1937067.1096854410134 2981878.7537136762403 1280420.3816965394653 0 0 
29889599.561120670289 600279.87762850814033 1069508.385793995345 1603323.2110631859396 3410762.3808032521047 4608590.3016324620694 5804879.7683365400881 8956165.8054180257022 3836089.8304447014816 0 0 
49792235.504140526056 1002410.6980935016181 1778227.7121304580942 2674556.9659694791771 5664348.4541398352012 7675500.9964305767789 9685014.4380646366626 14929297.8183555305 6382878.4209565054625 0 0 
69708746.290438443422 1401330.4149328286294 2494490.7356412475929 3740585.8573870062828 7939017.5794903086498 10731704.817348485813 13561214.307678295299 20893908.424955077469 8946494.1530051957816 0 0 
89594205.225406974554 1799023.2026256325189 3198503.6384547189809 4805795.1984761906788 10201345.522995868698 13811253.840894185007 17417203.395218174905 26868641.197013434023 11492439.229728767648 0 0 
109468305.48038621247 2201384.0723055992275 3910496.3734125704505 5866278.945274470374 12472693.312805170193 16891219.82864202559 21262849.853468216956 32831243.665673941374 14032139.428804211318 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
6285100.1767705306411 126042.68559580319561 225782.75658753511379 336569.4418755043298 716006.88382313039619 969162.7454228582792 1222206.7196070482023 1881438.3000050878618 807890.64385356334969 0 0 
18859062.36666103825 378750.99753337865695 674814.170999876922 1011628.5555958837504 2152045.5744445603341 2907823.8985151899979 3662631.5236564208753 5650958.5933108665049 2420409.0526048624888 0 0 
31416776.6894248873 632478.3921476121759 1121985.8351269229315 1687531.3609091043472 3573962.2588345562108 4842913.7262629121542 6110830.9910935908556 9419750.1064235437661 4027324.0186266433448 0 0 
43983245.446458540857 884179.71734534448478 1573917.2503906446509 2360150.1193770710379 5009181.4497367739677 6771247.9732994940132 8556547.7674994952977 13183164.975621985272 5644856.1931877313182 0 0 
56530121.80983620882 1135106.9025869211182 2018119.3620296246372 3032251.7765461993404 6436613.8813143782318 8714312.0473924595863 10989512.402518259361 16952966.499458707869 7251238.9379896568134 0 0 
69069831.330651029944 1388979.4484429336153 2467356.4073678203858 3701371.7852904465981 7869737.4511634092778 10657639.208111152053 13415951.279625365511 20715114.319275785238 8853681.4313741158694 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
3965630.117327125743 79527.558194679862936 142459.28852588895825 212360.96127894887468 451769.80204658041475 611500.35222114005592 771160.30620911100414 1187107.3135745390318 509744.5352762377006 0 0 
11899263.910254791379 238975.72362288468867 425778.9573516852106 638294.46703911200166 1357848.9608518911991 1834712.8452231863048 2310964.2599756983109 3565513.8278029505163 1527174.8683873836417 0 0 
19822645.992086753249 399066.88675055949716 707925.20307607483119 1064760.3062062545214 2255017.7361066835001 3055671.9842695225962 3855673.6947076776996 5943460.5128160137683 2541069.6681539658457 0 0 
27751551.748518019915 557879.68649946618825 993074.64873804803938 1489154.0518967672251 3160579.8255453580059 4272368.6400499371812 5398816.6572994058952 8318014.7648627357557 3561663.4736263025552 0 0 
35668095.540276095271 716204.03695738082752 1273347.2335102730431 1913221.5287249372341 4061228.8019984685816 5498359.188394500874 6933913.5626250663772 10696598.723560139537 4575222.4645053287968 0 0 
43580117.360082410276 876386.78432711656205 1556796.6466789892875 2335407.7125807711855 4965468.6439423877746 6724515.7331777997315 8464892.9930680673569 13070353.521493868902 5586295.3248134069145 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 
2502143.4480194039643 50178.496931509311253 89885.734384832685464 133990.70819982691319 285047.47461565333651 385830.63838615390705 486569.25897423399147 749014.0781860081479 321627.05834118562052 0 0 
7507927.9580833753571 150783.48797232814832 268648.36026616516756 402736.5819193989737 856744.77454430051148 1157625.5447057231795 1458119.872662903741 2249687.1364979622886 963582.19951459369622 0 0 
